0,-5,-4.75,-4.5,-4.25,-4,-3.75,-3.5,-3.25,-3,-2.75,-2.5,-2.25,-2,-1.75,-1.5,-1.25,-1,-0.75,-0.5,-0.25,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,8,8.25,8.5,8.75,9,9.25,9.5,9.75,10,10.25,10.5,10.75,11,11.25,11.5,11.75,12,12.25,12.5,12.75,13,13.25,13.5,13.75,14,14.25,14.5,14.75,15,15.25,15.5,15.75,16,16.25,16.5,16.75,17,17.25,17.5,17.75,18,18.25,18.5,18.75,19,19.25,19.5,19.75,20,20.25,20.5,20.75,21,21.25,21.5,21.75,22,22.25,22.5,22.75,23,23.25,23.5,23.75,24,24.25,24.5,24.75,25,25.25,25.5,25.75,26,26.25,26.5,26.75,27,27.25,27.5,27.75,28,28.25,28.5,28.75,29,29.25,29.5,29.75,30
1.96,0.046045,0.040381,0.034619,0.02876,0.022803,0.01665,0.010498,0.004248,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05
2.156,0.066357,0.061182,0.055908,0.050537,0.044971,0.039404,0.033643,0.027881,0.021924,0.015869,0.0097168,0.0035645,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05
2.352,0.08335,0.078564,0.073682,0.068701,0.063623,0.058447,0.053174,0.047705,0.042236,0.03667,0.030908,0.025146,0.019189,0.013135,0.0070801,0.0010254,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05
2.548,0.097803,0.093311,0.088818,0.084131,0.079443,0.074561,0.069678,0.0646,0.059521,0.054346,0.048975,0.043604,0.038037,0.032373,0.026709,0.02085,0.014893,0.0088379,0.0028809,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05
2.744,0.11021,0.10601,0.10181,0.097412,0.093018,0.088428,0.083838,0.07915,0.074365,0.069482,0.064502,0.059424,0.054248,0.048975,0.043604,0.038135,0.032568,0.026904,0.021045,0.015186,0.0092285,0.0032715,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05
2.94,0.12114,0.11714,0.11313,0.10903,0.10483,0.10054,0.09624,0.091748,0.087256,0.082666,0.077979,0.073193,0.068408,0.063428,0.05835,0.053174,0.0479,0.042627,0.037158,0.031592,0.025928,0.020166,0.014307,0.0084473,0.0024902,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05
3.136,0.13071,0.1269,0.1231,0.11919,0.11519,0.11118,0.10708,0.10288,0.098584,0.094287,0.089795,0.085303,0.080713,0.076025,0.07124,0.066357,0.061475,0.056396,0.051221,0.045947,0.040576,0.035205,0.029639,0.023975,0.018213,0.012451,0.0064941,0.00063477,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05
3.332,0.13921,0.1356,0.13198,0.12827,0.12446,0.12056,0.11665,0.11265,0.10864,0.10444,0.10024,0.096045,0.09165,0.087158,0.082666,0.078076,0.073389,0.068604,0.063721,0.05874,0.053662,0.048486,0.043213,0.037842,0.032373,0.026807,0.021143,0.015381,0.0096191,0.0037598,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05
3.528,0.14683,0.14341,0.13989,0.13628,0.13267,0.12905,0.12524,0.12144,0.11753,0.11362,0.10962,0.10552,0.10142,0.097119,0.092822,0.088428,0.083936,0.079443,0.074756,0.070068,0.065186,0.060303,0.055322,0.050146,0.044971,0.039697,0.034326,0.028857,0.023291,0.017529,0.011865,0.0060059,0.00024414,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05,4.8828e-05
